120-47-8 -574.350985098
120-51-4 -690.763384997
120-55-8 -1072.29258308
120-56-9 -1226.04074587
120-61-6 -687.645649610
120-65-0 -480.451739250
120-71-8 -441.167319149
120-72-9 -363.585196320
120-80-9 -382.475132496
120-82-1 -1610.45916365
120-83-2 -1226.20010043
120-92-3 -270.411608782
120-95-6 -700.121670267
120068-37-3 -2670.47622208
120116-88-3 -1730.19595182
120511-73-1 -932.410296597
121-00-6 -578.883398813
121-14-2 -680.204495404
121-32-4 -574.322422971
121-33-5 -535.033316642
121-39-1 -651.671997716
121-69-7 -365.965241781
121-75-5 -1980.87653113
121-79-9 -764.027279018
121-91-5 -609.096577155
1214-39-7 -737.223471180
121552-61-2 -706.331827472
1219-38-1 -810.055230487
122-14-5 -1519.92446149
122-20-3 -635.637617932
122-34-9 -1007.51529639
122-39-4 -518.308127087
122-42-9 -593.780761200
122-51-0 -501.748051283
122-62-3 -1320.98541702
122-66-7 -573.599388334
122-78-1 -384.641427768
122-88-3 -994.509846808
122-99-6 -461.024744567
122008-85-9 -1228.96436757
122453-73-0 -4092.40127551
122836-35-5 -2387.17955974
123-00-2 -460.794910587
123-01-3 -703.496789330
123-05-7 -389.450520051
123-07-9 -385.849960227
123-11-5 -459.834666722
123-17-1 -547.789296717
123-25-1 -613.873844259
123-31-9 -382.470424571
123-33-1 -414.550416188
123-35-3 -390.351297945
123-42-2 -386.087043100
123-51-3 -272.795730206
123-66-0 -464.662260954
123-77-3 -447.844565692
123-92-2 -425.391739633
123-96-6 -390.653251831
123-99-9 -653.183454677
123122-55-4 -1710.16448122
123312-89-0 -736.207913667
123343-16-8 -1769.52035257
124-04-9 -535.331211565
124-07-2 -464.681565686
124-09-4 -347.530117108
124-13-0 -389.449377931
124-18-5 -394.031628152
124-19-6 -428.733577549
124-22-1 -527.917241608
124-40-3 -135.066918937
124-68-5 -288.838514668
124-76-5 -466.818944034
124-94-7 -1366.91007739
1241-94-7 -1419.97942492
124495-18-7 -1725.88184491
125-12-2 -619.403373927
125-84-8 -764.566591557
125116-23-6 -1360.03531470
125225-28-7 -1399.31584271
125401-92-5 -1554.34782350
126-00-1 -959.007576214
126-06-7 -3484.31251072
126-11-4 -588.310791073
126-14-7 -2517.96922762
126-30-7 -347.985054168
126-72-7 -16416.4082615
126-73-8 -1115.32471563
126-86-3 -699.071918573
126-92-1 -1013.75299153
126-98-7 -210.012895116
1260-17-9 -1827.42439855
126833-17-8 -1668.62134433
127-07-1 -300.287873183
127-19-5 -287.660282286
127-25-3 -969.346061691
127-39-9 -1394.12208989
127-41-3 -582.247442603
127-47-9 -1007.35766298
127-51-5 -621.528078446
127308-82-1 -1325.91344590
128-04-1 -968.756617258
128-37-0 -660.831682939
128-39-2 -621.544330912
128-95-0 0
128639-02-1 -2189.00661163
129-00-0 -615.362774737
129-06-6 -1033.47062318
129-17-9 -2403.52818315
129298-91-5 -1706.27995597
129299-90-7 -936.315439052
129453-61-8 -2369.57511582
129630-19-9 -2208.81819794
130-14-3 -1008.72273805
13071-79-9 -2041.24507132
131-11-3 -687.632769324
131-17-9 -842.300118917
131-18-0 -1001.91385227
131-55-5 -877.072678055
131-56-6 -726.671658003
131-57-7 -765.947449824
131-70-4 -766.215798744
131341-86-1 -920.060760335
13171-00-1 -737.029319836
131807-57-3 -1258.86312951
131860-33-8 -1388.14913194
13194-48-4 -1603.89978376
131983-72-7 -1358.81961617
132-64-9 -536.996350591
132-65-0 -859.873026070
1320-07-6 -1764.77316453
1321-74-0 -386.769840513
13254-34-7 -429.942052457
13292-46-1 -2793.56400187
133-06-2 -2330.88513228
133-07-3 -2328.49897840
133-90-4 -1394.83147876
13301-61-6 -2000.36537647
13311-84-7 -1059.92514327
1338-43-8 0
133855-98-8 -1454.41131066
134-03-2 -683.939324624
134-20-3 -515.201390850
134-31-6 -476.874460850
134-62-3 -597.128637610
134002-60-1 -1892.68371085
134605-64-4 -2092.63760896
135-19-3 -460.821908543
135-20-6 -491.253926966
135080-03-4 -2290.43547990
135158-54-2 -1289.00421657
135410-20-7 -1066.35543674
136-45-8 -860.824693981
136-60-7 -577.721956433
136-77-6 -618.181844281
136042-19-8 -1310.34034148
13674-84-5 -2375.86596339
13674-87-8 -3754.22442110
13680-35-8 -927.209804712
13684-56-5 -1029.21883993
13684-63-4 -1029.22136772
137-26-8 -1937.39084535
137-42-8 -929.485641742
137-66-6 -1386.99517586
138-22-7 -500.572592751
138-86-3 -390.390807778
13826-35-2 -652.639684932
138261-41-3 -1232.71211090
138472-01-2 -777.257678180
139-02-6 -306.718578615
139-13-9 -739.843326399
139-40-2 -1086.09062931
139-87-7 -442.568247324
139-88-8 -1249.45996662
139-96-8 -1171.38849371
139149-55-6 -1029.11996028
139290-65-6 -1234.70144220
139340-56-0 -1357.80859542
140-08-9 -2182.74437718
140-10-3 -497.936901040
140-11-4 -499.149461595
140-31-8 -401.643363850
140-38-5 -915.515171166
140-56-7 -1098.46102858
140-64-7 -1107.25474623
140-66-9 -621.547999550
140-67-0 -463.177406989
140-95-4 -454.110450622
141-04-8 -849.585089702
141-22-0 -931.482527080
141-32-2 -424.159849296
141-43-5 -210.260315184
141-66-2 -1086.28753448
141-79-7 -309.674462316
141112-29-0 -1631.34662652
141517-21-7 -1482.62243084
142-04-1 -287.413695004
142-16-5 -1084.04601326
142-18-7 -890.027568667
142-31-4 -1013.75311888
142-62-1 -386.113358956
142-87-0 -1092.32118899
14233-37-5 -1034.74683534
142459-58-3 -1652.83039468
143-07-7 -621.816953310
143-08-8 -429.931595746
143-22-6 -694.755296595
143-50-0 -5056.54270601
143-74-8 -1505.94814707
143390-89-0 -1052.32425609
1434-54-4 -1061.54751828
14351-66-7 -929.524497652
14371-10-9 -422.710157333
144-49-0 -328.176897695
144-62-7 -378.169628856
1445-75-6 -843.704413553
144550-36-7 -1675.18284479
145-73-3 -686.683935737
145701-21-9 -2418.20369097
145742-28-5 -1334.73453238
1459-93-4 -687.645215804
146011-65-6 -2175.04532147
147-24-0 -789.889825712
147-81-9 -572.356005304
14765-30-1 -466.835816917
1477-55-0 -421.294204111
1478-61-1 -1326.53772227
148-24-3 -476.874516164
148-79-8 -947.288009222
14816-18-3 -1540.33658331
148477-71-8 -2035.08914817
149-30-4 -1120.43208308
149-57-5 -464.680173622
1490-04-6 -468.031692869
149062-75-9 -1533.05176311
149413-74-1 -1681.38519428
149877-41-8 -994.422672613
149979-41-9 -1477.28177918
150-13-0 -475.924687281
150-68-5 -994.068245782
150-76-5 -421.745287826
150-78-7 -461.019680983
15046-75-0 -894.466699473
151-05-3 -617.008644621
151-21-3 -1170.88936084
151506-44-4 -1552.55869044
15214-89-8 -1027.89699040
15299-99-7 -865.143702599
15307-79-6 -1664.48190665
15310-01-7 -642.281301671
153233-91-1 -1218.27101326
153719-23-4 -1667.84561017
154-42-7 -865.149998173
1541-81-7 -759.034140186
15499-27-1 -848.685711343
1559-34-8 -848.503348766
1559-35-9 -544.393589970
155990-20-8 -1641.86520456
156-10-5 -647.554249804
156-43-4 -441.165220260
156-60-5 -997.442167937
156052-68-5 -2128.08200349
15619-48-4 -672.227383458
1563-38-8 -538.421742748
1563-66-2 -746.337883771
1569-01-3 -387.270414700
1569-02-4 -347.979804438
1570-64-5 -806.027505149
158081-99-3 -1383.93746268
1582-09-8 -1268.85901909
159138-81-5 -1255.01065942
1596-84-5 -570.734126456
15972-60-8 -1210.33507990
16079-88-2 -3484.31168842
1610-18-0 -741.114276784
161050-58-4 -1189.65891842
161326-34-7 -1295.02133176
1625-91-8 -777.267483074
162706-14-1 -995.458950875
1632-73-1 -466.821955445
1634-78-2 -1658.02166427
163520-33-0 -975.957126583
1638-22-8 -464.418478596
16423-68-0 -1186.47881225
1646-75-9 -724.926849116
1646-87-3 -1008.00525451
1646-88-4 -1083.19376139
165252-70-0 -719.342843140
16587-71-6 -506.118584438
16672-87-0 -1106.74521499
1671-75-6 -581.077110286
1675-54-3 -1114.80888006
16752-77-5 -854.288298635
1689-84-5 -5539.12703080
16893-85-9 -888.614721911
169590-42-5 -1667.83518957
1698-60-8 -1085.03954534
1702-17-6 -1355.53674113
171866-31-2 -1230.15579953
1724-39-6 -546.569703974
173584-44-6 -2298.10792037
17372-87-1 -11423.0603592
174185-16-1 -1934.22159874
1742-14-9 -698.702380583
175013-18-0 -1659.31685516
1760-24-3 -942.395516170
1762-95-4 -490.938413711
1763-23-1 -2625.66561964
17696-62-7 -726.673900592
177785-47-6 -1182.48683141
17796-82-6 -1145.38425928
17804-35-2 -988.523320972
17924-92-4 -1074.67393161
179465-71-5 -1205.66926901
180084-01-9 -1721.65322189
1806-26-4 -621.554909050
181274-15-7 -1724.82608648
181274-17-9 -1830.62677403
181640-09-5 -1923.67239126
18172-67-3 -390.383297786
1825-21-4 -2643.82069864
1836-75-5 -1661.50755910
1843-05-6 -1040.92136347
184653-84-7 -1229.01732827
1861-32-1 -2525.44111347
1861-40-1 -1268.85887515
186392-65-4 -1890.55731372
1873-88-7 -1298.66227116
188425-85-6 -1797.47387231
188489-07-8 -1886.67258731
189003-92-7 -1850.34167273
18924-66-8 -913.976931877
1897-45-6 -2254.28275911
18979-55-0 -618.170377454
19044-88-3 -1535.63786534
1907-65-9 -1032.23549679
1912-24-9 -1046.80300705
1918-00-9 -1453.95968770
1918-02-1 -1870.32968094
1918-16-7 -1017.28906050
1929-73-3 -1764.84112157
1929-77-7 -921.438596355
1929-82-4 -2125.23067027
1934-21-0 -2306.48790416
1936-15-8 -2047.25056722
194098-25-4 -973.399277441
1948-33-0 -539.608741306
19666-30-9 -1837.20390968
196808-45-4 -1798.28055074
197077-55-7 -2203.81202748
19774-82-4 -1272.31495791
1987-50-4 -582.270637960
199119-58-9 -1963.33258559
199171-88-5 -1207.91626934
199584-38-8 -546.585033482
2008-41-5 -960.721781240
200940-23-4 -1518.01782750
2016-57-1 -449.349086080
20265-97-8 -401.875824960
2031-67-6 -792.503431372
20325-40-0 -802.578874535
203942-49-8 -2983.63142992
2043-57-4 -1615.93315278
2044-64-6 -440.226890503
205-99-2 -768.889223680
2058-46-0 -1638.44200743
2058-94-8 -2665.99586774
206-44-0 -615.340051989
207736-05-8 -1842.08463412
2078-54-8 -542.989170216
20780-48-7 -621.814879781
208-96-8 -461.778220765
20830-75-5 -2652.53861190
2104-64-5 -1636.33134847
210631-68-8 -1557.61428097
210826-40-7 -1659.51157310
21087-64-9 -1005.17094408
210880-92-5 -1515.30856315
2110-18-1 -596.881855650
21145-77-7 -776.312096348
2122-70-5 -691.977277186
21245-02-3 -868.741946467
2144-53-8 -1910.37647770
214535-77-0 -1285.28109055
215297-27-1 -2169.20503761
21564-17-0 -1649.96166669
2164-17-2 -871.557063412
21662-09-9 -466.788249071
21725-46-2 -1138.99082823
2176-62-7 -2545.40353523
219714-96-2 -2164.38534606
219790-72-4 -1393.51779064
22047-49-0 0
220860-50-4 -1085.50702520
2212-67-1 -880.955944288
221246-12-4 -2165.70846333
221671-62-1 -2638.56899304
22224-92-6 -1527.99149708
22248-79-9 -2868.53437880
22260-51-1 -4462.77577042
2231-57-4 -658.593794046
2243-62-1 -496.285437942
2244-21-5 -1424.18354452
22781-23-3 -782.243301538
22839-47-0 -1029.45693192
22915-73-7 -1075.68461208
2303-17-5 -2298.57556410
23089-26-1 -661.998319847
230954-09-3 -1755.27829175
2310-17-0 -2419.03915984
23103-98-2 -799.047716633
2312-35-8 -1437.89563769
23135-22-0 -1062.17778896
23184-66-9 -1328.19181762
2321-07-5 -1144.86628847
23386-52-9 -1548.87729672
23422-53-9 -742.490469317
2353-45-9 -3485.04689351
23564-05-8 -1781.26762408
23564-06-9 -1859.84430831
23593-75-1 -1417.50307042
23779-32-0 -1095.03191693
2385-85-5 -5901.47282066
2386-87-0 -845.907084975
2390-60-5 -1444.71392763
2392-39-4 -1897.41092176
23950-58-5 -1513.57268561
2396-68-1 -787.283426995
2409-55-4 -503.700213101
24157-81-1 -621.339291557
2416-94-6 -425.141461159
24169-02-6 -2259.29995440
2425-06-1 -2829.62979165
2425-77-6 -704.919354494
2426-08-6 -425.307416018
24307-26-4 -330.676190812
2432-87-3 -1321.00082330
2433-14-9 -545.405591036
2440-22-4 -741.027440504
2445-77-4 -543.245707176
2451-62-9 -1081.31109121
24549-06-2 -405.272952147
24602-86-6 -876.899105203
2465-27-2 -824.148897502
2467-02-9 -652.662271362
2491-38-5 -3029.66926343
2492-26-4 -1119.91831368
249296-43-3 -1564.27720296
25057-89-0 -1121.09355816
25155-18-4 -1297.56766046
2528-16-7 -879.257755792
253450-09-8 -1646.44347285
2550-40-5 -1266.35772892
2554-06-5 -1930.18726777
25606-41-1 -614.602225487
25812-30-0 -810.057181725
2593-15-9 -2156.27301286
25956-17-6 -2201.04291271
26040-51-7 -11516.9035729
2605-79-0 -603.029913866
2610-11-9 -2787.10536502
26172-55-4 -1142.75087707
261947-38-0 -2277.92322103
26225-79-6 -1279.86430924
262376-75-0 -1604.57960955
2627-95-4 -969.567422650
2634-33-5 -797.569839810
263553-33-9 -1131.72195436
264618-44-2 -2647.55251208
26530-20-1 -958.289462744
26628-22-8 -164.143611685
26644-46-2 -3518.85019397
2675-77-6 -1379.92768537
2687-25-4 -382.032153705
2687-94-7 -600.746780390
2687-96-9 -757.883174657
2694-54-4 -1147.42765333
2696-84-6 -405.269082578
2702-72-9 -1453.43938770
27090-63-7 -976.050090161
271-89-6 -383.441833594
27138-31-4 -1150.85507638
27314-13-2 -1461.26506002
2756-56-1 -658.697229096
2761-24-2 -949.634713644
2772-45-4 -1004.77938126
2782-57-2 -1424.71110832
2783-94-0 -2047.29657761
2795-39-3 -2625.19640672
27955-94-8 -998.025264699
2807-30-9 -347.975586769
28159-98-0 -1102.02261241
28249-77-6 -1454.65795206
2835-95-2 -401.896768275
283594-90-1 -1194.74347088
28434-00-6 -964.711943015
288-32-4 -226.090082548
288-88-0 -242.126945809
288104-79-0 -4674.33103918
2893-78-9 -1424.19660812
289716-94-5 -1690.17893670
290352-28-2 -1165.72198677
29091-21-2 -1324.19820649
29122-68-7 -881.406961421
291305-06-1 -2236.17505144
2917-73-9 -967.444987972
2919-66-6 -1272.06427123
2921-88-2 -2749.21585046
29232-93-7 -1560.08252097
2934-05-6 -542.989143321
29387-86-8 -426.559722373
29420-49-3 -1674.36360381
2943-75-1 -1067.48794742
2971-36-0 -2070.30014996
298-00-0 -1480.63956532
298-02-2 -1962.67312424
298-04-4 -2001.96087424
298-07-7 -1272.46507448
298-46-4 -763.107666379
298198-52-4 -3373.63743405
29836-26-8 -1001.10209803
2996-92-1 -866.245302467
300-76-5 -6859.56417310
302-79-4 -928.784479305
3025-30-7 -619.365055192
3026-63-9 -1210.17336256
3033-77-0 -366.524199105
30516-87-1 -963.003932714
3056-17-5 -798.279093676
30560-19-1 -1178.04358918
307-24-4 -1477.45474777
309-00-2 -3222.06826775
311-45-5 -1236.36214395
31218-83-4 -1487.70979596
313994-79-5 -1830.22116194
314-40-9 -3180.87019374
3147-75-9 -1016.00963068
31519-22-9 -724.531508205
3164-85-0 -464.127511550
319-85-7 -2992.45636344
3194-55-6 -15890.3647485
32388-55-9 -738.210466114
3252-43-5 -5272.28187700
3268-49-3 -630.372050365
328-84-7 -1487.94775585
32809-16-8 -1626.93107914
3296-90-0 -5487.63341617
330-54-1 -1453.52402092
330-55-2 -1528.66283806
33089-61-1 -901.549920925
331623-06-4 -1780.35321491
3319-31-1 -1740.38636305
33228-44-3 -483.837218767
33228-45-4 -523.121289815
333-41-5 -1544.04701734
3337-71-1 -1118.91833068
334-48-5 -543.249597002
335-67-1 -1952.87112690
335-76-2 -2428.28723039
33629-47-9 -1010.51798142
3380-34-5 -1991.74199751
33820-53-0 -1049.76864987
3383-96-8 -2949.31062458
3391-86-4 -389.419316937
33956-49-9 -545.338132394
34014-18-1 -1044.51798449
34256-82-1 -1210.33882480
34451-19-9 -500.572235595
344930-95-6 -2190.73215147
3452-97-9 -429.928868574
349495-42-7 -950.147873062
35256-85-0 -714.965514512
353280-07-6 -1369.42709251
35367-38-5 -1458.13606379
35400-43-2 -2154.28642850
3547-33-9 -867.276468579
35554-44-0 -1646.27843906
35575-96-3 -2033.64723028
35691-65-7 -5482.35594713
361343-19-3 -2409.14071810
361377-29-9 -1963.92747234
3622-84-2 -992.946772097
3653-48-3 -1033.25910424
36653-82-4 -704.920014357
36734-19-7 -1812.83398321
3681-71-8 -463.446073663
368832-42-2 -1324.49200288
3691-35-8 -1570.55981172
3734-33-6 -1001.58030906
3734-67-6 -2255.15562203
3739-38-6 -726.676202694
375-85-9 -1715.16269418
375-95-1 -2190.57959396
37764-25-3 -1361.24160894
3811-04-9 -685.430832606
3811-73-2 -720.790426166
3825-26-1 -1952.36369012
3844-45-9 -3409.84396679
3855-32-1 -599.231236537
3871-99-6 -2149.77981650
3913-02-8 -547.782851620
39236-46-9 -1468.05273689
3926-62-3 -687.892032392
39515-41-8 -1131.89878721
39905-57-2 -598.301247022
402910-27-4 -1791.69529859
40487-42-1 -971.234176991
40649-36-3 -427.553493437
4065-45-6 -1389.54333601
4098-71-9 -727.660443034
4107-98-6 -523.095161606
41198-08-7 -4423.37057210
4130-42-1 -700.115660183
41372-08-1 -744.153780393
41372-20-7 -862.735669274
41481-66-7 -1395.02299067
4151-50-2 -2684.36843693
4180-23-8 -463.186437665
420-04-2 -148.702467086
42509-80-8 -1942.15506320
427-51-0 -1692.23446052
42874-03-3 -1692.74223554
4291-63-8 -1347.32293163
43121-43-3 -1317.36601802
43222-48-6 -766.824026565
4344-55-2 -519.733040691
4376-18-5 -648.359295623
4376-20-9 -923.339412628
439687-69-1 -2785.46284803
4418-26-2 -609.733052820
4437-85-8 -420.822972343
444610-91-7 -2837.67858628
4449-51-8 -1257.94599465
445295-04-5 -1622.95425496
4455-26-9 -724.325066084
446-72-0 -953.233111051
446-86-6 -1278.39352507
4468-42-2 -467.792809018
451-40-1 -615.550114861
4548-53-2 -2125.86076627
4553-62-2 -342.721021273
4574-04-3 -724.705816481
460-00-4 -2901.12084861
460081-99-6 -1618.85225625
461-58-5 -297.437804371
461023-63-2 -1897.95641425
463-40-1 -853.833919282
4638-48-6 -1166.27836398
464-49-3 -465.633862227
470-82-6 -466.832930693
4707-47-5 -688.839660398
4712-55-4 -1030.47338228
473289-62-2 -1738.19670610
474-86-2 -847.889997658
478149-53-0 -896.009320801
478263-98-8 -1852.36131649
480-40-0 -878.043694750
480-63-7 -538.446853298
484-17-3 -614.366219232
486-56-6 -572.696878584
486-66-8 -878.024443381
487-06-9 -725.684374519
489-01-0 -736.015433330
491-80-5 -992.507586870
493-52-7 -894.772787373
4940-11-8 -496.951706588
49562-28-9 -1535.11818395
496-46-8 -525.297218988
496-72-0 -382.031260562
499-75-2 -464.423587512
499-83-2 -625.123680690
50-14-6 -1167.85646169
50-21-5 -343.449401004
50-22-6 -1118.52870414
50-27-1 -925.487301538
50-28-2 -850.299406676
50-29-3 -2838.83072430
50-35-1 -911.412564835
50-55-5 -2066.94397534
50-65-7 -1830.14485580
50-70-4 -688.024648067
50-78-2 -648.365960377
50-81-7 -684.447195601
500-38-9 -999.463445676
501027-49-2 0
50471-44-8 -1662.84829441
50594-66-6 -1727.48566023
50892-23-4 -1714.29081423
51-03-6 -1117.49733558
51-05-8 -766.927698654
51-21-8 -513.821803919
51-24-1 -873.196516353
51-28-5 -716.122546238
51-30-9 -709.408865265
51-52-5 -855.335767505
51-79-6 -323.595967423
510-15-6 -1763.43153444
5116-94-9 -1154.62161360
